Combination_Size,Datasets,Train_AUC_Mean,Train_AUC_Std,Validation_AUC_Mean,Validation_AUC_Std,Test_AUC_Mean,Test_AUC_Std
2,"[1, 75]",0.7955654777586461,0.4422981297418378,0.740017580986023,0.18702460065075582,0.5658974528312684,0.09628963639711068
2,"[1, 21]",0.8718016982078552,0.1530728126432178,0.7689376592636108,0.040331160423714395,0.6172053813934326,0.20597123598373546
2,"[1, 76]",0.6832072854042053,0.21054961890253626,0.6464091300964355,0.04661026929458414,0.5860269784927368,0.1927309179894466
2,"[1, 22]",0.7733288586139679,0.33614346482807345,0.6975417137145996,0.09184492267258829,0.5519053280353546,0.15686113864288037
2,"[1, 2]",0.701459813117981,0.21401027456951577,0.5947673559188843,0.07245740998140715,0.558795940876007,0.14824202661042887
2,"[1, 173]",0.9198558688163757,0.10505209489480731,0.7137665033340455,0.06569767428475806,0.5492487549781799,0.1461681164257433
2,"[1, 174]",0.8662575960159302,0.13884877404856094,0.6591264605522156,0.07865590811920387,0.4683023810386658,0.05874003890510394
2,"[1, 86]",0.6481752663850784,0.42721593544401887,0.552129077911377,0.07802441984181747,0.47329355776309967,0.13879987620628403
2,"[1, 87]",0.8936768889427185,0.08958449155453375,0.7372124671936036,0.11227760820761956,0.6234027028083802,0.11834765890888835
2,"[1, 84]",0.7546496748924255,0.17468083673377488,0.6445961356163025,0.19954487524562964,0.511251026391983,0.09640510370152221
2,"[75, 21]",0.7615071654319763,0.30313134245058765,0.6814749717712403,0.24551120954533073,0.5519712805747986,0.16964504306172276
2,"[75, 76]",0.5944734916090966,0.4862106371552498,0.5494424939155579,0.26693622300244324,0.6034690856933593,0.10695238846389472
2,"[75, 22]",0.7347762703895568,0.3550960802675188,0.6759306430816651,0.23930729389924857,0.5308801174163819,0.1356693654274829
2,"[75, 2]",0.715056523680687,0.3792636002552178,0.7546751737594605,0.08815554986984189,0.5958051383495331,0.1316869052193169
2,"[75, 173]",0.9725161552429199,0.0543866200787623,0.7326514720916748,0.11922734554939397,0.5910616219043732,0.1283219909273302
2,"[75, 174]",0.7783476948738098,0.2265156285165325,0.724688321352005,0.19500773848820147,0.5527298092842102,0.07888927096724511
2,"[75, 86]",0.6653520911931992,0.3944007767866696,0.6133889377117157,0.24278947170582205,0.5655623495578765,0.13889829952139057
2,"[75, 87]",0.9484843015670776,0.0616245512656568,0.6917339920997619,0.20305719478061035,0.5473480880260467,0.14460980459085035
2,"[75, 84]",0.9293626308441162,0.11225005593502572,0.6947366237640381,0.22608622156913008,0.529161536693573,0.1363065251195216
2,"[21, 76]",0.6404940575361252,0.3174800811362173,0.73404301404953,0.25148292669759437,0.49836658239364623,0.11252076697739194
2,"[21, 22]",0.7428948640823364,0.26706473254491125,0.6847234487533569,0.11672224334881466,0.5900357246398926,0.1475869932534151
2,"[21, 2]",0.8103586554527282,0.23946403081514714,0.6882002115249634,0.09494644036681493,0.548706591129303,0.02399412814964528
2,"[21, 173]",0.9359020233154297,0.06938733979013839,0.7317603230476379,0.11834688624148966,0.5272749960422516,0.09908624989039452
2,"[21, 174]",0.8112626671791077,0.1741698959784334,0.7014793634414673,0.1411428380699159,0.5325716614723206,0.10836496692973463
2,"[21, 86]",0.8627394556999206,0.11712858837411765,0.7817559361457824,0.05171476996594251,0.4692566514015198,0.1128751316714753
2,"[21, 87]",0.8697415947914123,0.06271685540676987,0.7389025449752807,0.08914113681194707,0.6000338077545166,0.17573795677723833
2,"[21, 84]",0.7070570409297943,0.30833202240870305,0.709091329574585,0.19910649826187438,0.4402455687522888,0.123871283276209
2,"[76, 22]",0.7816955675370991,0.4360513167876181,0.6773968398571014,0.16712025236768857,0.5316230297088623,0.16741693571215363
2,"[76, 2]",0.5767165645956993,0.4600938760050457,0.7564047574996948,0.14938773106010939,0.4983659267425537,0.1764183250627535
2,"[76, 173]",0.946444833278656,0.0488710781249991,0.5585864692926407,0.33412732452460414,0.5454344928264618,0.0806305507497815
2,"[76, 174]",0.8390036821365356,0.21054289087390385,0.6631475061178207,0.28115039042760487,0.5845024466514588,0.10024895076859396
2,"[76, 86]",0.7269104719161987,0.35606341840723815,0.6951097428798676,0.18360008476701542,0.6584318280220032,0.1253351150767357
2,"[76, 87]",0.836076021194458,0.11779327403063844,0.8199912071228027,0.18716495934406266,0.5731946468353272,0.08456670044176137
2,"[76, 84]",0.8987489581108093,0.06386994593716196,0.642831438779831,0.21829933122999426,0.6107409358024597,0.15983938510894308
2,"[22, 2]",0.8395051240921021,0.10849788175323959,0.6855135977268219,0.16671510193312722,0.45968223810195924,0.18916464001525726
2,"[22, 173]",0.8578413844108581,0.16683718050983679,0.6592186212539672,0.0765985187504178,0.5225073456764221,0.16734959018029516
2,"[22, 174]",0.8665342092514038,0.1772839199901266,0.7366549730300903,0.15029562789842169,0.5490547776222229,0.1363607712194053
2,"[22, 86]",0.8233895421028137,0.15048597523527316,0.7580289602279663,0.15071532190042727,0.5297219693660736,0.04732855489011352
2,"[22, 87]",0.8386358857154846,0.11666012436880972,0.7971905112266541,0.1264573933175899,0.4566186547279358,0.1043519677624388
2,"[22, 84]",0.7136911153793335,0.2601312038327723,0.6798551559448243,0.14795333091339835,0.48212454915046693,0.11327044659627332
2,"[2, 173]",0.7374703764915467,0.29603600791390217,0.6701931595802307,0.10582555202707865,0.5123971998691559,0.10938915319641201
2,"[2, 174]",0.693775075674057,0.27169733526591805,0.539609283208847,0.16780291415097026,0.5582953810691833,0.16088703349800224
2,"[2, 86]",0.869415545463562,0.08954549569967868,0.7554565310478211,0.1166965387258288,0.550727653503418,0.11399632449821763
2,"[2, 87]",0.7730437040328979,0.2014103376968244,0.7215978980064393,0.11814032904106221,0.6310476422309875,0.14699628431621037
2,"[2, 84]",0.6667881160974503,0.3170713402670032,0.6952194929122925,0.08345642782345757,0.5050357818603516,0.19573268612453887
2,"[173, 174]",0.7270353555679321,0.11646311706813754,0.6656935930252075,0.23531099455337076,0.5401374280452729,0.13708449074801718
2,"[173, 86]",0.5839482337236405,0.33236205400119045,0.6216900825500489,0.15616235267491269,0.4106885015964508,0.06413885966236127
2,"[173, 87]",0.8454103827476501,0.09953335523575078,0.7570763945579528,0.15370925564955193,0.5088198184967041,0.1450269652641835
2,"[173, 84]",0.818824315071106,0.10357186974659421,0.7511501550674439,0.08816589976280269,0.44697909951210024,0.11615025687866636
2,"[174, 86]",0.8037099838256836,0.15866774048985677,0.728011405467987,0.15131777817686567,0.5338595688343049,0.12936939458232005
2,"[174, 87]",0.8981309294700622,0.051630510347488175,0.7524451494216919,0.1212787668264302,0.4184245586395264,0.06181325556166019
2,"[174, 84]",0.8555773019790649,0.09363923095640556,0.7489596128463745,0.11109488307706314,0.5272613525390625,0.14101207980220454
2,"[86, 87]",0.8167581677436828,0.17089066802654002,0.6519315361976623,0.1446437174949003,0.491343629360199,0.12485325668086716
2,"[86, 84]",0.7107825934886932,0.24697601361964355,0.7843546986579895,0.11962619525377759,0.41502709686756134,0.14767524660269024
2,"[87, 84]",0.6603055819869041,0.4142162951133677,0.6424275636672974,0.16347395085493113,0.5536326169967651,0.049728241328311544
3,"[1, 2, 75]",0.8549154162406921,0.3035594573276937,0.6980070114135742,0.08018856431509187,0.6148559033870697,0.11039364067973693
3,"[1, 2, 76]",0.7297146946191788,0.3625424671636407,0.7393195867538452,0.14517015386719775,0.5362496018409729,0.07741952427325033
3,"[1, 2, 173]",0.8185607969760895,0.2626311412300736,0.6597717642784119,0.12077349784486963,0.48738369941711424,0.0804404076915477
3,"[1, 2, 84]",0.9016784787178039,0.16565907589462256,0.6554082632064819,0.21244431027931823,0.688387131690979,0.10948979919815044
3,"[1, 2, 21]",0.8918112874031067,0.0600499936958034,0.60255925655365,0.06793057318680086,0.5643617391586304,0.050110086112679766
3,"[1, 2, 86]",0.9583693623542786,0.052391787090364565,0.6180992305278779,0.13095151796110652,0.4887123107910156,0.11683653096848891
3,"[1, 2, 22]",0.7940524339675903,0.2158692153622417,0.6443854331970215,0.07425291833743221,0.5490965366363525,0.12196118152440334
3,"[1, 2, 87]",0.7809482663869858,0.42110591932860647,0.6186084568500518,0.1808153833284192,0.6156445205211639,0.13789948500015622
3,"[1, 75, 76]",0.9226283431053162,0.16096003781579923,0.6372256338596344,0.25208801330765274,0.5771804094314575,0.15289571231935783
3,"[1, 75, 173]",0.9623809456825256,0.0330092521531543,0.6816681385040283,0.15447842504921572,0.5270276188850402,0.15395387091964696
3,"[1, 75, 84]",0.8816927194595336,0.15421382790371324,0.7644205570220948,0.1480068182982377,0.6020791292190552,0.10854043297005238
3,"[1, 75, 21]",0.786063384078443,0.4370647541584118,0.7092361867427825,0.21513680748034805,0.5229075908660888,0.190767520636706
3,"[1, 75, 86]",0.7958865009248257,0.41601440558118385,0.7032177209854126,0.07904070077523616,0.6314092457294465,0.1443896425705656
3,"[1, 75, 22]",0.9078484535217285,0.1430189673402412,0.6524319589138031,0.2605076581729666,0.5696179449558259,0.19604779219108415
3,"[1, 75, 87]",0.8510974884033203,0.3073551813637525,0.7275943875312805,0.1330014380406817,0.5619450032711029,0.16987569602835614
3,"[1, 76, 173]",0.7174436586908997,0.4120717617826255,0.7839727759361267,0.12626792628453992,0.5122508883476258,0.1418225565728258
3,"[1, 76, 84]",0.7795325517654419,0.321468538570604,0.6984152793884277,0.15997679899268974,0.4535547852516174,0.13770532860127016
3,"[1, 76, 21]",0.5496752198785544,0.5031274442944903,0.6749253749847413,0.1875857375173442,0.5248485386371613,0.10590951739747173
3,"[1, 76, 86]",0.8796349167823792,0.17020063228962598,0.744372296333313,0.17205321078084101,0.5357437193393707,0.1751146346452441
3,"[1, 76, 22]",0.6354016799479723,0.40399777778139306,0.6674890279769897,0.07390011623457561,0.513741934299469,0.12295336531113983
3,"[1, 76, 87]",0.9556605815887451,0.06329491904177939,0.7554301857948303,0.13451672437810144,0.5779362082481384,0.0841523006253405
3,"[1, 173, 84]",0.6034590721130371,0.3684350214722454,0.6520588159561157,0.18793717493141207,0.5008242547512054,0.26750480002374927
3,"[1, 173, 21]",0.860626494884491,0.15812231824875764,0.740575087070465,0.07795465891974204,0.4380202412605286,0.10504671779481102
3,"[1, 173, 86]",0.8186786055564881,0.22619228011746603,0.6585337877273559,0.10296933058140709,0.5015260994434356,0.19014080602361946
3,"[1, 173, 22]",0.9401713728904724,0.06907294420047287,0.7763169169425964,0.10261284963352414,0.5267846584320068,0.1036878326481394
3,"[1, 173, 87]",0.9115069389343262,0.0921659104854005,0.6682001709938049,0.1645869750899226,0.5487519323825836,0.08271296574639363
3,"[1, 84, 21]",0.9525235891342163,0.03870842066305342,0.7395610213279724,0.1501030059309824,0.6854610562324523,0.12718601109564476
3,"[1, 84, 86]",0.9836194634437561,0.01873236728669565,0.7189464569091797,0.07505388577628376,0.5258263885974884,0.0591407766406291
3,"[1, 84, 22]",0.967108964920044,0.04992607428799636,0.7940956950187683,0.10300408285962596,0.5404435694217682,0.16841087838761223
3,"[1, 84, 87]",0.7276540152728558,0.3901980717215945,0.7266505718231201,0.12694537857155463,0.49317932724952696,0.09202427591288838
3,"[1, 21, 86]",0.9029889702796936,0.1586079329979079,0.7007067680358887,0.1601073654023916,0.5600209355354309,0.08716988207281902
3,"[1, 21, 22]",0.7536961197853088,0.3367739838646654,0.5830728828907012,0.22704132374520317,0.5694356441497803,0.1344595054419354
3,"[1, 21, 87]",0.9665557503700256,0.05363334205020158,0.6734504222869873,0.10547260966523637,0.5629940032958984,0.09353168007818348
3,"[1, 86, 22]",0.9085511684417724,0.07985890934789579,0.7273002922534942,0.1512547321188041,0.6061791718006134,0.19095489595213783
3,"[1, 86, 87]",0.8838246464729309,0.15029463512140154,0.6642756938934327,0.13059089272597593,0.5058650493621826,0.1106106966005391
3,"[1, 22, 87]",0.9364392995834351,0.07543660584104551,0.7266505837440491,0.08959957349616929,0.5830828189849854,0.14273395615417994
3,"[2, 75, 76]",0.9264523148536682,0.12156997335030018,0.6857594668865203,0.2154582402434509,0.632239294052124,0.18695509645186614
3,"[2, 75, 173]",0.74222791492939,0.3119328156965771,0.6399209856986999,0.08686029432701246,0.5770252227783204,0.05224043930854894
3,"[2, 75, 84]",0.8761740446090698,0.16102158958516374,0.7000175714492798,0.23769267103868838,0.5382751584053039,0.0672592267726356
3,"[2, 75, 21]",0.9388337969779968,0.07227584940866229,0.6835952639579773,0.19749494747217736,0.5480489313602448,0.13246968568135176
3,"[2, 75, 86]",0.7543623328208924,0.2154300608507769,0.7216769099235535,0.14984952433026372,0.5428683519363403,0.10978543909553654
3,"[2, 75, 22]",0.7926406934857368,0.3812289888811189,0.6637445092201233,0.20125226978091312,0.5210971593856811,0.17085875570702067
3,"[2, 75, 87]",0.7580528020858764,0.36784074612216633,0.7326602220535279,0.1859015841390943,0.569027841091156,0.12907071844038645
3,"[2, 76, 173]",0.7119218612089753,0.4050016098867947,0.6989376664161682,0.1710504182331857,0.5557898044586181,0.06510496678641757
3,"[2, 76, 84]",0.9335690140724182,0.04808647280283183,0.7597673416137696,0.11821721344041874,0.5572030544281006,0.04803574719011853
3,"[2, 76, 21]",0.9260638356208801,0.08382220998871491,0.7924890160560608,0.06399448837957099,0.5803514063358307,0.08342189296332295
3,"[2, 76, 86]",0.7114321112632751,0.24973863972133653,0.7417646944522858,0.22612008562406258,0.5250245690345764,0.11153150797102183
3,"[2, 76, 22]",0.9319915175437927,0.10110546107891717,0.7313169598579407,0.23394183488979475,0.5679391384124756,0.09652496270906855
3,"[2, 76, 87]",0.8112946212291717,0.3780662765317428,0.6847541809082032,0.2900228972833169,0.4671546459197998,0.1175985486461697
3,"[2, 173, 84]",0.8642581462860107,0.07787570029760996,0.7616022944450378,0.1287785978992567,0.5633951306343079,0.1460916532000985
3,"[2, 173, 21]",0.7773126006126404,0.2962986518780121,0.7315935254096985,0.15079456870382282,0.5117205262184144,0.09416958776558243
3,"[2, 173, 86]",0.666878467798233,0.3111911529392875,0.6323968291282653,0.18597989107480475,0.5052563667297363,0.1681853862193279
3,"[2, 173, 22]",0.8046658396720886,0.2268317631276414,0.633366996049881,0.2003237549341238,0.6178267478942872,0.12067129234801034
3,"[2, 173, 87]",0.7699982762336731,0.17627069540631032,0.6527611970901489,0.08317993032123619,0.5489735841751099,0.1539913040429643
3,"[2, 84, 21]",0.8707154393196106,0.17262549928351323,0.7959306597709656,0.07548025002455415,0.533468097448349,0.22396675886271333
3,"[2, 84, 86]",0.8593102097511292,0.14345928464053545,0.7935294151306153,0.12984432559507292,0.6303308665752411,0.11821523785080518
3,"[2, 84, 22]",0.8075287938117981,0.2111439698223038,0.7159087061882019,0.09616590008249729,0.5553280115127563,0.11388393864508511
3,"[2, 84, 87]",0.8292625069618225,0.1621819499077189,0.610035115480423,0.20211230382815878,0.5097042262554169,0.15638131363915322
3,"[2, 21, 86]",0.8219576239585876,0.1677555848357403,0.7169490814208984,0.18903247490851807,0.48785080909729006,0.15427577045321897
