Dataset,Model,ML_Parameters,Train AUC,Validation AUC,Test AUC,Train_Val_Gap,Val_Stability,Train_Stability,Composite_Score,Overall_Rank,Train AUC_std,Validation AUC_std,Test AUC_std,Phenotype_first,Dataset_first,Fold_<lambda>,Dataset_Type,Creation_Time,Features,Training_Samples,dataset_type,phenotype,gwas_file,fold,scaling,timestamp,pca_components,snps,weight_file_present,model,Validation AUC_Norm,Train_Val_Gap_Norm,Train_Stability_Norm,Val_Stability_Norm
61,Logistic Regression,"{'C': 1.0, 'penalty': 'l2', 'solver': 'liblinear'}",0.6557575619442637,0.6378577699736612,0.6438994945804408,0.01789979197060254,0.9200583033553903,0.9789812223596931,0.6166525396453192,1.0,0.021470051886842163,0.08688764217774861,0.14323458328010039,migraine,61,"['0', '1', '2', '3', '4']",genotype,2025-01-20 12:51:35,432,582,genotype,migraine,migraine.gz,0,False,2025-01-20 12:51:35,,snps_annotated_50,True,,0.27571553994732234,0.9085076325641896,0.9789812223596931,0.9200583033553903
64,LightGBM,"{'n_estimators': 100, 'max_depth': 5, 'learning_rate': 0.01, 'subsample': 0.8, 'colsample_bytree': 0.8}",0.6869133063291807,0.6643942054433714,0.5937523850119758,0.02251910088580933,0.8866791157399107,0.9767516444697574,0.6154231660913811,1.0,0.023801706054831707,0.12780371416047837,0.09379966377994808,migraine,64,"['0', '1', '2', '3', '4']",genotype,2025-01-20 12:51:41,432,582,genotype,migraine,migraine.gz,0,False,2025-01-20 12:51:41,,snps_annotated_50,True,,0.3287884108867427,0.8848966593604946,0.9767516444697574,0.8866791157399107
65,Logistic Regression,"{'C': 1.0, 'penalty': 'l2', 'solver': 'liblinear'}",0.65460366451232,0.6371290605794557,0.6384341635204807,0.017474603932864263,0.9200357321379521,0.979442304533881,0.6168834163168251,1.0,0.020989184733961917,0.08691430676961787,0.141934682926165,migraine,65,"['0', '1', '2', '3', '4']",genotype,2025-01-20 12:51:42,432,582,genotype,migraine,migraine.gz,0,False,2025-01-20 12:51:42,,snps_annotated_50,True,,0.27425812115891146,0.9106809237533806,0.979442304533881,0.9200357321379521
66,Naive Bayes,{'var_smoothing': 1e-07},0.5281200414506844,0.5252853380158033,0.5135056631348192,0.002834703434881014,0.9755456590944278,0.9941651827731102,0.6029087853324948,1.0,0.0058690621317217416,0.025067346338532644,0.039289181117361856,migraine,66,"['0', '1', '2', '3', '4']",genotype,2025-01-20 12:51:43,1347,582,genotype,migraine,migraine.gz,0,False,2025-01-20 12:51:42,,snps_annotated_200,False,,0.0505706760316067,0.9942624087633296,0.9941651827731102,0.9755456590944278
67,Naive Bayes,{'var_smoothing': 1e-07},0.5281200414506844,0.5252853380158033,0.5135056631348192,0.002834703434881014,0.9755456590944278,0.9941651827731102,0.6029087853324948,1.0,0.0058690621317217416,0.025067346338532644,0.039289181117361856,migraine,67,"['0', '1', '2', '3', '4']",genotype,2025-01-20 12:51:49,1347,582,genotype,migraine,migraine.gz,0,False,2025-01-20 12:51:48,,snps_annotated_200,True,,0.0505706760316067,0.9942624087633296,0.9941651827731102,0.9755456590944278
69,Naive Bayes,{'var_smoothing': 1e-07},0.5281200414506844,0.5252853380158033,0.5135056631348192,0.002834703434881014,0.9755456590944278,0.9941651827731102,0.6029087853324948,1.0,0.0058690621317217416,0.025067346338532644,0.039289181117361856,migraine,69,"['0', '1', '2', '3', '4']",genotype,2025-01-20 12:51:57,1347,582,genotype,migraine,migraine.gz,0,False,2025-01-20 12:51:56,,snps_annotated_200,True,,0.0505706760316067,0.9942624087633296,0.9941651827731102,0.9755456590944278
70,Naive Bayes,{'var_smoothing': 1e-07},0.5281200414506844,0.5252853380158033,0.5135056631348192,0.002834703434881014,0.9755456590944278,0.9941651827731102,0.6029087853324948,1.0,0.0058690621317217416,0.025067346338532644,0.039289181117361856,migraine,70,"['0', '1', '2', '3', '4']",genotype,2025-01-20 12:51:59,1347,582,genotype,migraine,migraine.gz,0,False,2025-01-20 12:51:59,,snps_annotated_200,True,,0.0505706760316067,0.9942624087633296,0.9941651827731102,0.9755456590944278
73,Naive Bayes,{'var_smoothing': 1e-07},0.5281200414506844,0.5252853380158033,0.5135056631348192,0.002834703434881014,0.9755456590944278,0.9941651827731102,0.6029087853324948,1.0,0.0058690621317217416,0.025067346338532644,0.039289181117361856,migraine,73,"['0', '1', '2', '3', '4']",genotype,2025-01-20 12:52:13,1347,582,genotype,migraine,migraine.gz,0,False,2025-01-20 12:52:13,,snps_annotated_200,True,,0.0505706760316067,0.9942624087633296,0.9941651827731102,0.9755456590944278
74,Naive Bayes,{'var_smoothing': 1e-07},0.5281200414506844,0.5252853380158033,0.5135056631348192,0.002834703434881014,0.9755456590944278,0.9941651827731102,0.6029087853324948,1.0,0.0058690621317217416,0.025067346338532644,0.039289181117361856,migraine,74,"['0', '1', '2', '3', '4']",genotype,2025-01-20 12:52:15,1347,582,genotype,migraine,migraine.gz,0,False,2025-01-20 12:52:15,,snps_annotated_200,True,,0.0505706760316067,0.9942624087633296,0.9941651827731102,0.9755456590944278
75,Gradient Boosting,"{'n_estimators': 200, 'learning_rate': 0.1, 'max_depth': 7, 'subsample': 1.0}",1.0,0.7595346795434592,0.5314291803677993,0.2404653204565408,0.9275350212179407,1.0,0.5901813588323241,1.0,0.0,0.07812640722385442,0.14046088135617027,migraine,75,"['0', '1', '2', '3', '4']",genotype,2025-01-20 12:52:17,2504,582,genotype,migraine,migraine.gz,0,False,2025-01-20 12:52:16,,snps_annotated_500,False,,0.5190693590869184,0.5043024138567616,1.0,0.9275350212179407
76,Gradient Boosting,"{'n_estimators': 200, 'learning_rate': 0.1, 'max_depth': 7, 'subsample': 1.0}",1.0,0.7595346795434592,0.5314291803677993,0.2404653204565408,0.9275350212179407,1.0,0.5901813588323241,1.0,0.0,0.07812640722385442,0.14046088135617027,migraine,76,"['0', '1', '2', '3', '4']",genotype,2025-01-20 12:52:28,2504,582,genotype,migraine,migraine.gz,0,False,2025-01-20 12:52:26,,snps_annotated_500,True,,0.5190693590869184,0.5043024138567616,1.0,0.9275350212179407
78,Gradient Boosting,"{'n_estimators': 200, 'learning_rate': 0.1, 'max_depth': 7, 'subsample': 1.0}",1.0,0.7595346795434592,0.5314291803677993,0.2404653204565408,0.9275350212179407,1.0,0.5901813588323241,1.0,0.0,0.07812640722385442,0.14046088135617027,migraine,78,"['0', '1', '2', '3', '4']",genotype,2025-01-20 12:52:43,2504,582,genotype,migraine,migraine.gz,0,False,2025-01-20 12:52:42,,snps_annotated_500,True,,0.5190693590869184,0.5043024138567616,1.0,0.9275350212179407
79,Gradient Boosting,"{'n_estimators': 200, 'learning_rate': 0.1, 'max_depth': 7, 'subsample': 1.0}",1.0,0.7595346795434592,0.5314291803677993,0.2404653204565408,0.9275350212179407,1.0,0.5901813588323241,1.0,0.0,0.07812640722385442,0.14046088135617027,migraine,79,"['0', '1', '2', '3', '4']",genotype,2025-01-20 12:52:49,2504,582,genotype,migraine,migraine.gz,0,False,2025-01-20 12:52:48,,snps_annotated_500,True,,0.5190693590869184,0.5043024138567616,1.0,0.9275350212179407
82,Gradient Boosting,"{'n_estimators': 200, 'learning_rate': 0.1, 'max_depth': 7, 'subsample': 1.0}",1.0,0.7595346795434592,0.5314291803677993,0.2404653204565408,0.9275350212179407,1.0,0.5901813588323241,1.0,0.0,0.07812640722385442,0.14046088135617027,migraine,82,"['0', '1', '2', '3', '4']",genotype,2025-01-20 12:53:15,2504,582,genotype,migraine,migraine.gz,0,False,2025-01-20 12:53:14,,snps_annotated_500,True,,0.5190693590869184,0.5043024138567616,1.0,0.9275350212179407
83,Gradient Boosting,"{'n_estimators': 200, 'learning_rate': 0.1, 'max_depth': 7, 'subsample': 1.0}",1.0,0.7595346795434592,0.5314291803677993,0.2404653204565408,0.9275350212179407,1.0,0.5901813588323241,1.0,0.0,0.07812640722385442,0.14046088135617027,migraine,83,"['0', '1', '2', '3', '4']",genotype,2025-01-20 12:53:22,2504,582,genotype,migraine,migraine.gz,0,False,2025-01-20 12:53:21,,snps_annotated_500,True,,0.5190693590869184,0.5043024138567616,1.0,0.9275350212179407
84,Naive Bayes,{'var_smoothing': 1e-07},0.5662125825301336,0.560206321334504,0.43621889335444325,0.006006261195629636,0.9068494575793175,0.9539774622281533,0.5938407691499632,1.0,0.048242793560714245,0.10271885994102292,0.13790034970124676,migraine,84,"['0', '1', '2', '3', '4']",prs,2025-01-20 12:53:23,125,582,prs,migraine,migraine.gz,0,,2025-01-20 12:53:23,,,,Plink,0.12041264266900797,0.9879642832733374,0.9539774622281533,0.9068494575793175
85,Logistic Regression,"{'C': 0.1, 'penalty': 'l2', 'solver': 'liblinear'}",0.6024868166714136,0.541369622475856,0.5043098688750863,0.06111719419555761,0.9165866662577788,0.9918064542232284,0.573416264166186,1.0,0.008261234580479298,0.09100430631702221,0.08565215050976563,migraine,85,"['0', '1', '2', '3', '4']",prs,2025-01-20 12:53:23,23,582,prs,migraine,migraine.gz,0,,2025-01-20 12:53:23,,,,PRSice-2,0.08273924495171192,0.8759489553982106,0.9918064542232284,0.9165866662577788
86,Naive Bayes,{'var_smoothing': 1e-07},0.6649399728487679,0.6427041264266901,0.5927954370153858,0.022235846422077876,0.8544965653010683,0.9720149385961968,0.6134255275770106,1.0,0.028790772952748848,0.17027971861731928,0.053299664160313995,migraine,86,"['0', '1', '2', '3', '4']",prs,2025-01-20 12:53:24,116,582,prs,migraine,migraine.gz,0,,2025-01-20 12:53:24,,,,AnnoPred,0.2854082528533801,0.9552078811344081,0.9720149385961968,0.8544965653010683
87,Naive Bayes,{'var_smoothing': 1e-07},0.6700312943942093,0.6383143107989465,0.5754016461657127,0.03171698359526276,0.8612477759026647,0.972994618603685,0.6094409036138541,1.0,0.027754913418811717,0.1611060463429476,0.028343306895672563,migraine,87,"['0', '1', '2', '3', '4']",prs,2025-01-20 12:53:25,125,582,prs,migraine,migraine.gz,0,,2025-01-20 12:53:25,,,,LDAK-GWAS,0.27662862159789303,0.9363335019650272,0.972994618603685,0.8612477759026647
173,Naive Bayes,{'var_smoothing': 1e-07},0.6649399728487679,0.6427041264266901,0.5927954370153858,0.022235846422077876,0.8544965653010683,0.9720149385961968,0.6134255275770106,1.0,0.028790772952748848,0.17027971861731928,0.053299664160313995,migraine,173,"['0', '1', '2', '3', '4']",prs,2025-01-20 12:56:39,116,582,prs,migraine,migraine_5.gz,0,,2025-01-20 12:56:39,,,,AnnoPred,0.2854082528533801,0.9552078811344081,0.9720149385961968,0.8544965653010683
174,Naive Bayes,{'var_smoothing': 1e-07},0.6700131023005236,0.6383143107989465,0.5754016461657127,0.03169879150157706,0.8612477759026647,0.9729976473537635,0.6094915063097376,1.0,0.027751714220146332,0.1611060463429476,0.028343306895672563,migraine,174,"['0', '1', '2', '3', '4']",prs,2025-01-20 12:56:40,125,582,prs,migraine,migraine_5.gz,0,,2025-01-20 12:56:40,,,,LDAK-GWAS,0.27662862159789303,0.9365834866943665,0.9729976473537635,0.8612477759026647
