Dataset_Name,Dataset_Type,Creation_Time,Features,Training_Samples,dataset_type,phenotype,gwas_file,fold,scaling,timestamp,pca_components,snps,weight_file_present,model
dataset_45,genotype,2025-01-26 15:14:03,44,582,genotype,migraine,migraine.gz,0,False,2025-01-26 15:14:03,,snps_500,False,
dataset_46,genotype,2025-01-26 15:14:05,44,582,genotype,migraine,migraine.gz,0,False,2025-01-26 15:14:05,,snps_500,True,
dataset_47,genotype,2025-01-26 15:14:07,44,582,genotype,migraine,migraine.gz,0,False,2025-01-26 15:14:07,,snps_500,True,
dataset_48,genotype,2025-01-26 15:14:07,44,582,genotype,migraine,migraine.gz,0,False,2025-01-26 15:14:07,,snps_500,True,
dataset_49,genotype,2025-01-26 15:14:07,44,582,genotype,migraine,migraine.gz,0,False,2025-01-26 15:14:07,,snps_500,True,
dataset_50,genotype,2025-01-26 15:14:09,44,582,genotype,migraine,migraine.gz,0,False,2025-01-26 15:14:09,,snps_500,True,
dataset_51,genotype,2025-01-26 15:14:11,44,582,genotype,migraine,migraine.gz,0,False,2025-01-26 15:14:11,,snps_500,True,
dataset_52,genotype,2025-01-26 15:14:11,44,582,genotype,migraine,migraine.gz,0,False,2025-01-26 15:14:11,,snps_500,True,
dataset_53,genotype,2025-01-26 15:14:11,44,582,genotype,migraine,migraine.gz,0,False,2025-01-26 15:14:11,,snps_500,True,
dataset_54,genotype,2025-01-26 15:14:13,44,582,genotype,migraine,migraine.gz,0,False,2025-01-26 15:14:13,,snps_500,True,
dataset_55,genotype,2025-01-26 15:14:15,44,582,genotype,migraine,migraine.gz,0,False,2025-01-26 15:14:15,,snps_500,True,
dataset_56,genotype,2025-01-26 15:14:15,44,582,genotype,migraine,migraine.gz,0,False,2025-01-26 15:14:15,,snps_500,True,
dataset_57,genotype,2025-01-26 15:14:15,44,582,genotype,migraine,migraine.gz,0,False,2025-01-26 15:14:15,,snps_500,True,
dataset_58,genotype,2025-01-26 15:14:17,44,582,genotype,migraine,migraine.gz,0,False,2025-01-26 15:14:17,,snps_500,True,
dataset_59,genotype,2025-01-26 15:14:19,44,582,genotype,migraine,migraine.gz,0,False,2025-01-26 15:14:19,,snps_500,True,
dataset_60,genotype,2025-01-26 15:14:19,44,582,genotype,migraine,migraine.gz,0,False,2025-01-26 15:14:19,,snps_500,True,
dataset_61,genotype,2025-01-26 15:14:20,44,582,genotype,migraine,migraine.gz,0,False,2025-01-26 15:14:20,,snps_500,True,
dataset_62,genotype,2025-01-26 15:14:22,44,582,genotype,migraine,migraine.gz,0,False,2025-01-26 15:14:22,,snps_500,True,
dataset_63,genotype,2025-01-26 15:14:24,44,582,genotype,migraine,migraine.gz,0,False,2025-01-26 15:14:24,,snps_500,True,
dataset_64,genotype,2025-01-26 15:14:24,44,582,genotype,migraine,migraine.gz,0,False,2025-01-26 15:14:24,,snps_500,True,
dataset_65,genotype,2025-01-26 15:14:24,44,582,genotype,migraine,migraine.gz,0,False,2025-01-26 15:14:24,,snps_500,True,
dataset_66,genotype,2025-01-26 15:14:24,66,582,genotype,migraine,migraine.gz,0,False,2025-01-26 15:14:24,,snps_1000,False,
dataset_67,genotype,2025-01-26 15:14:26,66,582,genotype,migraine,migraine.gz,0,False,2025-01-26 15:14:26,,snps_1000,True,
dataset_68,genotype,2025-01-26 15:14:28,66,582,genotype,migraine,migraine.gz,0,False,2025-01-26 15:14:28,,snps_1000,True,
dataset_69,genotype,2025-01-26 15:14:28,66,582,genotype,migraine,migraine.gz,0,False,2025-01-26 15:14:28,,snps_1000,True,
dataset_70,genotype,2025-01-26 15:14:28,66,582,genotype,migraine,migraine.gz,0,False,2025-01-26 15:14:28,,snps_1000,True,
dataset_71,genotype,2025-01-26 15:14:30,66,582,genotype,migraine,migraine.gz,0,False,2025-01-26 15:14:30,,snps_1000,True,
dataset_72,genotype,2025-01-26 15:14:32,66,582,genotype,migraine,migraine.gz,0,False,2025-01-26 15:14:32,,snps_1000,True,
dataset_73,genotype,2025-01-26 15:14:32,66,582,genotype,migraine,migraine.gz,0,False,2025-01-26 15:14:32,,snps_1000,True,
dataset_74,genotype,2025-01-26 15:14:32,66,582,genotype,migraine,migraine.gz,0,False,2025-01-26 15:14:32,,snps_1000,True,
dataset_75,genotype,2025-01-26 15:14:34,66,582,genotype,migraine,migraine.gz,0,False,2025-01-26 15:14:34,,snps_1000,True,
dataset_76,genotype,2025-01-26 15:14:36,66,582,genotype,migraine,migraine.gz,0,False,2025-01-26 15:14:36,,snps_1000,True,
dataset_77,genotype,2025-01-26 15:14:36,66,582,genotype,migraine,migraine.gz,0,False,2025-01-26 15:14:36,,snps_1000,True,
dataset_78,genotype,2025-01-26 15:14:36,66,582,genotype,migraine,migraine.gz,0,False,2025-01-26 15:14:36,,snps_1000,True,
dataset_79,genotype,2025-01-26 15:14:38,66,582,genotype,migraine,migraine.gz,0,False,2025-01-26 15:14:38,,snps_1000,True,
dataset_80,genotype,2025-01-26 15:14:40,66,582,genotype,migraine,migraine.gz,0,False,2025-01-26 15:14:40,,snps_1000,True,
dataset_81,genotype,2025-01-26 15:14:40,66,582,genotype,migraine,migraine.gz,0,False,2025-01-26 15:14:40,,snps_1000,True,
dataset_82,genotype,2025-01-26 15:14:40,66,582,genotype,migraine,migraine.gz,0,False,2025-01-26 15:14:40,,snps_1000,True,
dataset_83,genotype,2025-01-26 15:14:42,66,582,genotype,migraine,migraine.gz,0,False,2025-01-26 15:14:42,,snps_1000,True,
dataset_84,genotype,2025-01-26 15:14:44,66,582,genotype,migraine,migraine.gz,0,False,2025-01-26 15:14:44,,snps_1000,True,
dataset_85,genotype,2025-01-26 15:14:44,66,582,genotype,migraine,migraine.gz,0,False,2025-01-26 15:14:44,,snps_1000,True,
dataset_86,genotype,2025-01-26 15:14:44,66,582,genotype,migraine,migraine.gz,0,False,2025-01-26 15:14:44,,snps_1000,True,
dataset_87,genotype,2025-01-26 15:14:44,354,582,genotype,migraine,migraine.gz,0,False,2025-01-26 15:14:44,,snps_5000,False,
dataset_88,genotype,2025-01-26 15:14:46,354,582,genotype,migraine,migraine.gz,0,False,2025-01-26 15:14:46,,snps_5000,True,
dataset_89,genotype,2025-01-26 15:14:48,354,582,genotype,migraine,migraine.gz,0,False,2025-01-26 15:14:48,,snps_5000,True,
dataset_90,genotype,2025-01-26 15:14:49,354,582,genotype,migraine,migraine.gz,0,False,2025-01-26 15:14:48,,snps_5000,True,
dataset_91,genotype,2025-01-26 15:14:49,354,582,genotype,migraine,migraine.gz,0,False,2025-01-26 15:14:49,,snps_5000,True,
dataset_92,genotype,2025-01-26 15:14:51,354,582,genotype,migraine,migraine.gz,0,False,2025-01-26 15:14:51,,snps_5000,True,
dataset_93,genotype,2025-01-26 15:14:54,354,582,genotype,migraine,migraine.gz,0,False,2025-01-26 15:14:53,,snps_5000,True,
dataset_94,genotype,2025-01-26 15:14:54,354,582,genotype,migraine,migraine.gz,0,False,2025-01-26 15:14:54,,snps_5000,True,
dataset_95,genotype,2025-01-26 15:14:54,354,582,genotype,migraine,migraine.gz,0,False,2025-01-26 15:14:54,,snps_5000,True,
dataset_96,genotype,2025-01-26 15:14:56,354,582,genotype,migraine,migraine.gz,0,False,2025-01-26 15:14:56,,snps_5000,True,
dataset_97,genotype,2025-01-26 15:14:58,354,582,genotype,migraine,migraine.gz,0,False,2025-01-26 15:14:58,,snps_5000,True,
dataset_98,genotype,2025-01-26 15:14:58,354,582,genotype,migraine,migraine.gz,0,False,2025-01-26 15:14:58,,snps_5000,True,
dataset_99,genotype,2025-01-26 15:14:58,354,582,genotype,migraine,migraine.gz,0,False,2025-01-26 15:14:58,,snps_5000,True,
dataset_100,genotype,2025-01-26 15:15:01,354,582,genotype,migraine,migraine.gz,0,False,2025-01-26 15:15:00,,snps_5000,True,
dataset_101,genotype,2025-01-26 15:15:03,354,582,genotype,migraine,migraine.gz,0,False,2025-01-26 15:15:03,,snps_5000,True,
dataset_102,genotype,2025-01-26 15:15:03,354,582,genotype,migraine,migraine.gz,0,False,2025-01-26 15:15:03,,snps_5000,True,
dataset_103,genotype,2025-01-26 15:15:03,354,582,genotype,migraine,migraine.gz,0,False,2025-01-26 15:15:03,,snps_5000,True,
dataset_104,genotype,2025-01-26 15:15:05,354,582,genotype,migraine,migraine.gz,0,False,2025-01-26 15:15:05,,snps_5000,True,
dataset_105,genotype,2025-01-26 15:15:08,354,582,genotype,migraine,migraine.gz,0,False,2025-01-26 15:15:08,,snps_5000,True,
dataset_106,genotype,2025-01-26 15:15:08,354,582,genotype,migraine,migraine.gz,0,False,2025-01-26 15:15:08,,snps_5000,True,
dataset_107,genotype,2025-01-26 15:15:08,354,582,genotype,migraine,migraine.gz,0,False,2025-01-26 15:15:08,,snps_5000,True,
dataset_108,genotype,2025-01-26 15:15:08,741,582,genotype,migraine,migraine.gz,0,False,2025-01-26 15:15:08,,snps_10000,False,
dataset_109,genotype,2025-01-26 15:15:11,741,582,genotype,migraine,migraine.gz,0,False,2025-01-26 15:15:11,,snps_10000,True,
dataset_110,genotype,2025-01-26 15:15:13,741,582,genotype,migraine,migraine.gz,0,False,2025-01-26 15:15:13,,snps_10000,True,
dataset_111,genotype,2025-01-26 15:15:14,741,582,genotype,migraine,migraine.gz,0,False,2025-01-26 15:15:14,,snps_10000,True,
dataset_112,genotype,2025-01-26 15:15:14,741,582,genotype,migraine,migraine.gz,0,False,2025-01-26 15:15:14,,snps_10000,True,
dataset_113,genotype,2025-01-26 15:15:17,741,582,genotype,migraine,migraine.gz,0,False,2025-01-26 15:15:17,,snps_10000,True,
dataset_114,genotype,2025-01-26 15:15:19,741,582,genotype,migraine,migraine.gz,0,False,2025-01-26 15:15:19,,snps_10000,True,
dataset_115,genotype,2025-01-26 15:15:20,741,582,genotype,migraine,migraine.gz,0,False,2025-01-26 15:15:20,,snps_10000,True,
dataset_116,genotype,2025-01-26 15:15:20,741,582,genotype,migraine,migraine.gz,0,False,2025-01-26 15:15:20,,snps_10000,True,
dataset_117,genotype,2025-01-26 15:15:23,741,582,genotype,migraine,migraine.gz,0,False,2025-01-26 15:15:22,,snps_10000,True,
dataset_118,genotype,2025-01-26 15:15:25,741,582,genotype,migraine,migraine.gz,0,False,2025-01-26 15:15:25,,snps_10000,True,
dataset_119,genotype,2025-01-26 15:15:26,741,582,genotype,migraine,migraine.gz,0,False,2025-01-26 15:15:26,,snps_10000,True,
dataset_120,genotype,2025-01-26 15:15:26,741,582,genotype,migraine,migraine.gz,0,False,2025-01-26 15:15:26,,snps_10000,True,
dataset_121,genotype,2025-01-26 15:15:29,741,582,genotype,migraine,migraine.gz,0,False,2025-01-26 15:15:29,,snps_10000,True,
dataset_122,genotype,2025-01-26 15:15:32,741,582,genotype,migraine,migraine.gz,0,False,2025-01-26 15:15:31,,snps_10000,True,
dataset_123,genotype,2025-01-26 15:15:32,741,582,genotype,migraine,migraine.gz,0,False,2025-01-26 15:15:32,,snps_10000,True,
dataset_124,genotype,2025-01-26 15:15:32,741,582,genotype,migraine,migraine.gz,0,False,2025-01-26 15:15:32,,snps_10000,True,
dataset_125,genotype,2025-01-26 15:15:35,741,582,genotype,migraine,migraine.gz,0,False,2025-01-26 15:15:35,,snps_10000,True,
dataset_126,genotype,2025-01-26 15:15:38,741,582,genotype,migraine,migraine.gz,0,False,2025-01-26 15:15:38,,snps_10000,True,
dataset_127,genotype,2025-01-26 15:15:38,741,582,genotype,migraine,migraine.gz,0,False,2025-01-26 15:15:38,,snps_10000,True,
dataset_128,genotype,2025-01-26 15:15:39,741,582,genotype,migraine,migraine.gz,0,False,2025-01-26 15:15:38,,snps_10000,True,
dataset_129,genotype,2025-01-26 15:15:39,432,582,genotype,migraine,migraine.gz,0,False,2025-01-26 15:15:39,,snps_annotated_50,False,
dataset_130,genotype,2025-01-26 15:15:41,432,582,genotype,migraine,migraine.gz,0,False,2025-01-26 15:15:41,,snps_annotated_50,True,
dataset_131,genotype,2025-01-26 15:15:43,432,582,genotype,migraine,migraine.gz,0,False,2025-01-26 15:15:42,,snps_annotated_50,True,
dataset_132,genotype,2025-01-26 15:15:43,432,582,genotype,migraine,migraine.gz,0,False,2025-01-26 15:15:43,,snps_annotated_50,True,
dataset_133,genotype,2025-01-26 15:15:43,432,582,genotype,migraine,migraine.gz,0,False,2025-01-26 15:15:43,,snps_annotated_50,True,
dataset_134,genotype,2025-01-26 15:15:45,432,582,genotype,migraine,migraine.gz,0,False,2025-01-26 15:15:45,,snps_annotated_50,True,
dataset_135,genotype,2025-01-26 15:15:47,432,582,genotype,migraine,migraine.gz,0,False,2025-01-26 15:15:47,,snps_annotated_50,True,
dataset_136,genotype,2025-01-26 15:15:47,432,582,genotype,migraine,migraine.gz,0,False,2025-01-26 15:15:47,,snps_annotated_50,True,
dataset_137,genotype,2025-01-26 15:15:48,432,582,genotype,migraine,migraine.gz,0,False,2025-01-26 15:15:47,,snps_annotated_50,True,
dataset_138,genotype,2025-01-26 15:15:50,432,582,genotype,migraine,migraine.gz,0,False,2025-01-26 15:15:49,,snps_annotated_50,True,
dataset_139,genotype,2025-01-26 15:15:52,432,582,genotype,migraine,migraine.gz,0,False,2025-01-26 15:15:51,,snps_annotated_50,True,
dataset_140,genotype,2025-01-26 15:15:52,432,582,genotype,migraine,migraine.gz,0,False,2025-01-26 15:15:52,,snps_annotated_50,True,
dataset_141,genotype,2025-01-26 15:15:52,432,582,genotype,migraine,migraine.gz,0,False,2025-01-26 15:15:52,,snps_annotated_50,True,
dataset_142,genotype,2025-01-26 15:15:54,432,582,genotype,migraine,migraine.gz,0,False,2025-01-26 15:15:54,,snps_annotated_50,True,
dataset_143,genotype,2025-01-26 15:15:57,432,582,genotype,migraine,migraine.gz,0,False,2025-01-26 15:15:57,,snps_annotated_50,True,
dataset_144,genotype,2025-01-26 15:15:57,432,582,genotype,migraine,migraine.gz,0,False,2025-01-26 15:15:57,,snps_annotated_50,True,
dataset_145,genotype,2025-01-26 15:15:57,432,582,genotype,migraine,migraine.gz,0,False,2025-01-26 15:15:57,,snps_annotated_50,True,
dataset_146,genotype,2025-01-26 15:16:00,432,582,genotype,migraine,migraine.gz,0,False,2025-01-26 15:15:59,,snps_annotated_50,True,
dataset_147,genotype,2025-01-26 15:16:02,432,582,genotype,migraine,migraine.gz,0,False,2025-01-26 15:16:02,,snps_annotated_50,True,
dataset_148,genotype,2025-01-26 15:16:02,432,582,genotype,migraine,migraine.gz,0,False,2025-01-26 15:16:02,,snps_annotated_50,True,
dataset_149,genotype,2025-01-26 15:16:02,432,582,genotype,migraine,migraine.gz,0,False,2025-01-26 15:16:02,,snps_annotated_50,True,
dataset_150,genotype,2025-01-26 15:16:03,1347,582,genotype,migraine,migraine.gz,0,False,2025-01-26 15:16:02,,snps_annotated_200,False,
dataset_151,genotype,2025-01-26 15:16:06,1347,582,genotype,migraine,migraine.gz,0,False,2025-01-26 15:16:06,,snps_annotated_200,True,
dataset_152,genotype,2025-01-26 15:16:09,1347,582,genotype,migraine,migraine.gz,0,False,2025-01-26 15:16:08,,snps_annotated_200,True,
dataset_153,genotype,2025-01-26 15:16:10,1347,582,genotype,migraine,migraine.gz,0,False,2025-01-26 15:16:10,,snps_annotated_200,True,
dataset_154,genotype,2025-01-26 15:16:11,1347,582,genotype,migraine,migraine.gz,0,False,2025-01-26 15:16:10,,snps_annotated_200,True,
dataset_155,genotype,2025-01-26 15:16:14,1347,582,genotype,migraine,migraine.gz,0,False,2025-01-26 15:16:14,,snps_annotated_200,True,
dataset_156,genotype,2025-01-26 15:16:17,1347,582,genotype,migraine,migraine.gz,0,False,2025-01-26 15:16:17,,snps_annotated_200,True,
dataset_157,genotype,2025-01-26 15:16:18,1347,582,genotype,migraine,migraine.gz,0,False,2025-01-26 15:16:17,,snps_annotated_200,True,
dataset_158,genotype,2025-01-26 15:16:18,1347,582,genotype,migraine,migraine.gz,0,False,2025-01-26 15:16:18,,snps_annotated_200,True,
dataset_159,genotype,2025-01-26 15:16:21,1347,582,genotype,migraine,migraine.gz,0,False,2025-01-26 15:16:21,,snps_annotated_200,True,
dataset_160,genotype,2025-01-26 15:16:25,1347,582,genotype,migraine,migraine.gz,0,False,2025-01-26 15:16:25,,snps_annotated_200,True,
dataset_161,genotype,2025-01-26 15:16:26,1347,582,genotype,migraine,migraine.gz,0,False,2025-01-26 15:16:26,,snps_annotated_200,True,
dataset_162,genotype,2025-01-26 15:16:27,1347,582,genotype,migraine,migraine.gz,0,False,2025-01-26 15:16:27,,snps_annotated_200,True,
dataset_163,genotype,2025-01-26 15:16:31,1347,582,genotype,migraine,migraine.gz,0,False,2025-01-26 15:16:31,,snps_annotated_200,True,
dataset_164,genotype,2025-01-26 15:16:34,1347,582,genotype,migraine,migraine.gz,0,False,2025-01-26 15:16:34,,snps_annotated_200,True,
dataset_165,genotype,2025-01-26 15:16:35,1347,582,genotype,migraine,migraine.gz,0,False,2025-01-26 15:16:34,,snps_annotated_200,True,
dataset_166,genotype,2025-01-26 15:16:36,1347,582,genotype,migraine,migraine.gz,0,False,2025-01-26 15:16:35,,snps_annotated_200,True,
dataset_167,genotype,2025-01-26 15:16:39,1347,582,genotype,migraine,migraine.gz,0,False,2025-01-26 15:16:39,,snps_annotated_200,True,
dataset_168,genotype,2025-01-26 15:16:43,1347,582,genotype,migraine,migraine.gz,0,False,2025-01-26 15:16:43,,snps_annotated_200,True,
dataset_169,genotype,2025-01-26 15:16:44,1347,582,genotype,migraine,migraine.gz,0,False,2025-01-26 15:16:44,,snps_annotated_200,True,
dataset_170,genotype,2025-01-26 15:16:45,1347,582,genotype,migraine,migraine.gz,0,False,2025-01-26 15:16:45,,snps_annotated_200,True,
dataset_171,genotype,2025-01-26 15:16:46,2504,582,genotype,migraine,migraine.gz,0,False,2025-01-26 15:16:46,,snps_annotated_500,False,
dataset_172,genotype,2025-01-26 15:16:52,2504,582,genotype,migraine,migraine.gz,0,False,2025-01-26 15:16:51,,snps_annotated_500,True,
dataset_173,genotype,2025-01-26 15:16:57,2504,582,genotype,migraine,migraine.gz,0,False,2025-01-26 15:16:56,,snps_annotated_500,True,
dataset_174,genotype,2025-01-26 15:17:01,2504,582,genotype,migraine,migraine.gz,0,False,2025-01-26 15:17:00,,snps_annotated_500,True,
dataset_175,genotype,2025-01-26 15:17:04,2504,582,genotype,migraine,migraine.gz,0,False,2025-01-26 15:17:03,,snps_annotated_500,True,
dataset_176,genotype,2025-01-26 15:17:08,2504,582,genotype,migraine,migraine.gz,0,False,2025-01-26 15:17:07,,snps_annotated_500,True,
dataset_177,genotype,2025-01-26 15:17:13,2504,582,genotype,migraine,migraine.gz,0,False,2025-01-26 15:17:12,,snps_annotated_500,True,
dataset_178,genotype,2025-01-26 15:17:15,2504,582,genotype,migraine,migraine.gz,0,False,2025-01-26 15:17:14,,snps_annotated_500,True,
dataset_179,genotype,2025-01-26 15:17:17,2504,582,genotype,migraine,migraine.gz,0,False,2025-01-26 15:17:16,,snps_annotated_500,True,
dataset_180,genotype,2025-01-26 15:17:22,2504,582,genotype,migraine,migraine.gz,0,False,2025-01-26 15:17:21,,snps_annotated_500,True,
dataset_181,genotype,2025-01-26 15:17:26,2504,582,genotype,migraine,migraine.gz,0,False,2025-01-26 15:17:26,,snps_annotated_500,True,
dataset_182,genotype,2025-01-26 15:17:29,2504,582,genotype,migraine,migraine.gz,0,False,2025-01-26 15:17:29,,snps_annotated_500,True,
dataset_183,genotype,2025-01-26 15:17:33,2504,582,genotype,migraine,migraine.gz,0,False,2025-01-26 15:17:32,,snps_annotated_500,True,
dataset_184,genotype,2025-01-26 15:17:38,2504,582,genotype,migraine,migraine.gz,0,False,2025-01-26 15:17:37,,snps_annotated_500,True,
dataset_185,genotype,2025-01-26 15:17:43,2504,582,genotype,migraine,migraine.gz,0,False,2025-01-26 15:17:42,,snps_annotated_500,True,
dataset_186,genotype,2025-01-26 15:17:44,2504,582,genotype,migraine,migraine.gz,0,False,2025-01-26 15:17:43,,snps_annotated_500,True,
dataset_187,genotype,2025-01-26 15:17:46,2504,582,genotype,migraine,migraine.gz,0,False,2025-01-26 15:17:45,,snps_annotated_500,True,
dataset_188,genotype,2025-01-26 15:17:51,2504,582,genotype,migraine,migraine.gz,0,False,2025-01-26 15:17:50,,snps_annotated_500,True,
dataset_189,genotype,2025-01-26 15:17:56,2504,582,genotype,migraine,migraine.gz,0,False,2025-01-26 15:17:56,,snps_annotated_500,True,
dataset_190,genotype,2025-01-26 15:17:58,2504,582,genotype,migraine,migraine.gz,0,False,2025-01-26 15:17:58,,snps_annotated_500,True,
dataset_191,genotype,2025-01-26 15:18:01,2504,582,genotype,migraine,migraine.gz,0,False,2025-01-26 15:18:00,,snps_annotated_500,True,
dataset_192,prs,2025-01-26 15:18:01,125,582,prs,migraine,migraine.gz,0,,2025-01-26 15:18:01,,,,Plink
dataset_193,prs,2025-01-26 15:18:01,23,582,prs,migraine,migraine.gz,0,,2025-01-26 15:18:01,,,,PRSice-2
dataset_194,prs,2025-01-26 15:18:02,116,582,prs,migraine,migraine.gz,0,,2025-01-26 15:18:02,,,,AnnoPred
dataset_195,prs,2025-01-26 15:18:03,125,582,prs,migraine,migraine.gz,0,,2025-01-26 15:18:02,,,,LDAK-GWAS
dataset_196,covariates,2025-01-26 15:18:03,152,582,covariates,depression,depression_11.gz,0,False,2025-01-26 15:18:03,,,,
dataset_197,pca,2025-01-26 15:18:03,15,582,pca,depression,depression_11.gz,0,False,2025-01-26 15:18:03,10.0,,,
dataset_198,genotype,2025-01-26 15:18:03,7,582,genotype,depression,depression_11.gz,0,False,2025-01-26 15:18:03,,snps_50,False,
