Dataset,Model,ML_Parameters,Train AUC,Validation AUC,Test AUC,Train_Val_Gap,Val_Stability,Train_Stability,Composite_Score,Overall_Rank,Train AUC_std,Validation AUC_std,Test AUC_std,Phenotype_first,Dataset_first,Fold_<lambda>,Dataset_Type,Creation_Time,Features,Training_Samples,dataset_type,phenotype,gwas_file,fold,scaling,timestamp,pca_components,snps,weight_file_present,model,Validation AUC_Norm,Train_Val_Gap_Norm,Train_Stability_Norm,Val_Stability_Norm
15,Logistic Regression,"{'C': 1.0, 'penalty': 'l2', 'solver': 'liblinear'}",0.648288213687241,0.6289991220368745,0.6323442637924735,0.0192890916503665,0.9135047016818852,0.9809841884137344,0.570190473760583,1.0,0.0193844221047174,0.0946851156418411,0.1450741777751029,migraine,15,"Folds: ['0', '1', '2', '3', '4']",genotype,2025-01-26 15:13:35,12,582,genotype,migraine,migraine.gz,0,False,2025-01-26 15:13:34,,snps_50,True,,0.0724978050921862,0.8839656736151089,0.9809841884137344,0.9135047016818852
16,Logistic Regression,"{'C': 1.0, 'penalty': 'l2', 'solver': 'liblinear'}",0.6482967636188415,0.6289991220368745,0.6323442637924735,0.019297641581967,0.9135047016818852,0.9809762823416924,0.5701786060529391,1.0,0.0193926377229994,0.0946851156418411,0.1450741777751029,migraine,16,"Folds: ['0', '1', '2', '3', '4']",genotype,2025-01-26 15:13:37,12,582,genotype,migraine,migraine.gz,0,False,2025-01-26 15:13:37,,snps_50,True,,0.0724978050921862,0.8839142411489315,0.9809762823416924,0.9135047016818852
19,Logistic Regression,"{'C': 1.0, 'penalty': 'l2', 'solver': 'liblinear'}",0.6482967636188415,0.6293722563652326,0.6323442637924735,0.0189245072536088,0.9132730571198138,0.9809762823416928,0.570767765293073,1.0,0.0193926377229994,0.0949627739525096,0.1450741777751029,migraine,19,"Folds: ['0', '1', '2', '3', '4']",genotype,2025-01-26 15:13:39,12,582,genotype,migraine,migraine.gz,0,False,2025-01-26 15:13:39,,snps_50,True,,0.0734306409130816,0.8861588460907768,0.9809762823416928,0.9132730571198138
20,Logistic Regression,"{'C': 1.0, 'penalty': 'l2', 'solver': 'liblinear'}",0.648284253193487,0.6289991220368745,0.6323442637924735,0.0192851311566125,0.9135047016818852,0.9809593090605488,0.5701902627926507,1.0,0.0194102760059296,0.0946851156418411,0.1450741777751029,migraine,20,"Folds: ['0', '1', '2', '3', '4']",genotype,2025-01-26 15:13:41,12,582,genotype,migraine,migraine.gz,0,False,2025-01-26 15:13:41,,snps_50,True,,0.0724978050921862,0.8839894981286329,0.9809593090605488,0.9135047016818852
22,Logistic Regression,"{'C': 1.0, 'penalty': 'l2', 'solver': 'liblinear'}",0.6483205015101192,0.6289991220368745,0.6323442637924735,0.0193213794732447,0.9135047016818852,0.9810244346196814,0.5701596772557309,1.0,0.0193426021928547,0.0946851156418411,0.1450741777751029,migraine,22,"Folds: ['0', '1', '2', '3', '4']",genotype,2025-01-26 15:13:43,12,582,genotype,migraine,migraine.gz,0,False,2025-01-26 15:13:43,,snps_50,True,,0.0724978050921862,0.8837714448849012,0.9810244346196814,0.9135047016818852
23,Logistic Regression,"{'C': 1.0, 'penalty': 'l2', 'solver': 'liblinear'}",0.6482967636188415,0.6289991220368745,0.6331740449803109,0.019297641581967,0.9135047016818852,0.9809762823416928,0.5701786060529392,1.0,0.0193926377229994,0.0946851156418411,0.14413081658456,migraine,23,"Folds: ['0', '1', '2', '3', '4']",genotype,2025-01-26 15:13:43,12,582,genotype,migraine,migraine.gz,0,False,2025-01-26 15:13:43,,snps_50,True,,0.0724978050921862,0.8839142411489315,0.9809762823416928,0.9135047016818852
24,LightGBM,"{'n_estimators': 200, 'max_depth': 3, 'learning_rate': 0.1, 'subsample': 0.8, 'colsample_bytree': 0.8}",0.923458445085849,0.6962774363476735,0.5274144440384849,0.2271810087381754,0.8613940349821475,0.988741688302022,0.5010813168986799,1.0,0.0113865045149578,0.1609088981220134,0.1300434089078279,migraine,24,"Folds: ['0', '1', '2', '3', '4']",genotype,2025-01-26 15:13:43,27,582,genotype,migraine,migraine.gz,0,False,2025-01-26 15:13:43,,snps_200,False,,0.2406935908691837,0.414577270340046,0.988741688302022,0.8613940349821475
25,LightGBM,"{'n_estimators': 200, 'max_depth': 3, 'learning_rate': 0.1, 'subsample': 0.8, 'colsample_bytree': 0.8}",0.923458445085849,0.6962774363476735,0.5274144440384849,0.2271810087381754,0.8613940349821475,0.988741688302022,0.5010813168986799,1.0,0.0113865045149578,0.1609088981220134,0.1300434089078279,migraine,25,"Folds: ['0', '1', '2', '3', '4']",genotype,2025-01-26 15:13:45,27,582,genotype,migraine,migraine.gz,0,False,2025-01-26 15:13:45,,snps_200,True,,0.2406935908691837,0.414577270340046,0.988741688302022,0.8613940349821475
27,LightGBM,"{'n_estimators': 200, 'max_depth': 3, 'learning_rate': 0.1, 'subsample': 0.8, 'colsample_bytree': 0.8}",0.923458445085849,0.6962774363476735,0.5274144440384849,0.2271810087381754,0.8613940349821475,0.988741688302022,0.5010813168986799,1.0,0.0113865045149578,0.1609088981220134,0.1300434089078279,migraine,27,"Folds: ['0', '1', '2', '3', '4']",genotype,2025-01-26 15:13:47,27,582,genotype,migraine,migraine.gz,0,False,2025-01-26 15:13:47,,snps_200,True,,0.2406935908691837,0.414577270340046,0.988741688302022,0.8613940349821475
28,LightGBM,"{'n_estimators': 200, 'max_depth': 3, 'learning_rate': 0.1, 'subsample': 0.8, 'colsample_bytree': 0.8}",0.923458445085849,0.6962774363476735,0.5274144440384849,0.2271810087381754,0.8613940349821475,0.988741688302022,0.5010813168986799,1.0,0.0113865045149578,0.1609088981220134,0.1300434089078279,migraine,28,"Folds: ['0', '1', '2', '3', '4']",genotype,2025-01-26 15:13:47,27,582,genotype,migraine,migraine.gz,0,False,2025-01-26 15:13:47,,snps_200,True,,0.2406935908691837,0.414577270340046,0.988741688302022,0.8613940349821475
29,LightGBM,"{'n_estimators': 200, 'max_depth': 3, 'learning_rate': 0.1, 'subsample': 0.8, 'colsample_bytree': 0.8}",0.923458445085849,0.6962774363476735,0.5274144440384849,0.2271810087381754,0.8613940349821475,0.988741688302022,0.5010813168986799,1.0,0.0113865045149578,0.1609088981220134,0.1300434089078279,migraine,29,"Folds: ['0', '1', '2', '3', '4']",genotype,2025-01-26 15:13:49,27,582,genotype,migraine,migraine.gz,0,False,2025-01-26 15:13:49,,snps_200,True,,0.2406935908691837,0.414577270340046,0.988741688302022,0.8613940349821475
31,LightGBM,"{'n_estimators': 200, 'max_depth': 3, 'learning_rate': 0.1, 'subsample': 0.8, 'colsample_bytree': 0.8}",0.923458445085849,0.6962774363476735,0.5274144440384849,0.2271810087381754,0.8613940349821475,0.988741688302022,0.5010813168986799,1.0,0.0113865045149578,0.1609088981220134,0.1300434089078279,migraine,31,"Folds: ['0', '1', '2', '3', '4']",genotype,2025-01-26 15:13:51,27,582,genotype,migraine,migraine.gz,0,False,2025-01-26 15:13:51,,snps_200,True,,0.2406935908691837,0.414577270340046,0.988741688302022,0.8613940349821475
32,LightGBM,"{'n_estimators': 200, 'max_depth': 3, 'learning_rate': 0.1, 'subsample': 0.8, 'colsample_bytree': 0.8}",0.923458445085849,0.6962774363476735,0.5274144440384849,0.2271810087381754,0.8613940349821475,0.988741688302022,0.5010813168986799,1.0,0.0113865045149578,0.1609088981220134,0.1300434089078279,migraine,32,"Folds: ['0', '1', '2', '3', '4']",genotype,2025-01-26 15:13:51,27,582,genotype,migraine,migraine.gz,0,False,2025-01-26 15:13:51,,snps_200,True,,0.2406935908691837,0.414577270340046,0.988741688302022,0.8613940349821475
35,LightGBM,"{'n_estimators': 200, 'max_depth': 3, 'learning_rate': 0.1, 'subsample': 0.8, 'colsample_bytree': 0.8}",0.923458445085849,0.6962774363476735,0.5274144440384849,0.2271810087381754,0.8613940349821475,0.988741688302022,0.5010813168986799,1.0,0.0113865045149578,0.1609088981220134,0.1300434089078279,migraine,35,"Folds: ['0', '1', '2', '3', '4']",genotype,2025-01-26 15:13:54,27,582,genotype,migraine,migraine.gz,0,False,2025-01-26 15:13:54,,snps_200,True,,0.2406935908691837,0.414577270340046,0.988741688302022,0.8613940349821475
36,LightGBM,"{'n_estimators': 200, 'max_depth': 3, 'learning_rate': 0.1, 'subsample': 0.8, 'colsample_bytree': 0.8}",0.923458445085849,0.6962774363476735,0.5274144440384849,0.2271810087381754,0.8613940349821475,0.988741688302022,0.5010813168986799,1.0,0.0113865045149578,0.1609088981220134,0.1300434089078279,migraine,36,"Folds: ['0', '1', '2', '3', '4']",genotype,2025-01-26 15:13:55,27,582,genotype,migraine,migraine.gz,0,False,2025-01-26 15:13:55,,snps_200,True,,0.2406935908691837,0.414577270340046,0.988741688302022,0.8613940349821475
37,LightGBM,"{'n_estimators': 200, 'max_depth': 3, 'learning_rate': 0.1, 'subsample': 0.8, 'colsample_bytree': 0.8}",0.923458445085849,0.6962774363476735,0.5274144440384849,0.2271810087381754,0.8613940349821475,0.988741688302022,0.5010813168986799,1.0,0.0113865045149578,0.1609088981220134,0.1300434089078279,migraine,37,"Folds: ['0', '1', '2', '3', '4']",genotype,2025-01-26 15:13:57,27,582,genotype,migraine,migraine.gz,0,False,2025-01-26 15:13:57,,snps_200,True,,0.2406935908691837,0.414577270340046,0.988741688302022,0.8613940349821475
40,LightGBM,"{'n_estimators': 200, 'max_depth': 3, 'learning_rate': 0.1, 'subsample': 0.8, 'colsample_bytree': 0.8}",0.923458445085849,0.6962774363476735,0.5274144440384849,0.2271810087381754,0.8613940349821475,0.988741688302022,0.5010813168986799,1.0,0.0113865045149578,0.1609088981220134,0.1300434089078279,migraine,40,"Folds: ['0', '1', '2', '3', '4']",genotype,2025-01-26 15:13:59,27,582,genotype,migraine,migraine.gz,0,False,2025-01-26 15:13:59,,snps_200,True,,0.2406935908691837,0.414577270340046,0.988741688302022,0.8613940349821475
41,LightGBM,"{'n_estimators': 200, 'max_depth': 3, 'learning_rate': 0.1, 'subsample': 0.8, 'colsample_bytree': 0.8}",0.923458445085849,0.6962774363476735,0.5274144440384849,0.2271810087381754,0.8613940349821475,0.988741688302022,0.5010813168986799,1.0,0.0113865045149578,0.1609088981220134,0.1300434089078279,migraine,41,"Folds: ['0', '1', '2', '3', '4']",genotype,2025-01-26 15:14:01,27,582,genotype,migraine,migraine.gz,0,False,2025-01-26 15:14:01,,snps_200,True,,0.2406935908691837,0.414577270340046,0.988741688302022,0.8613940349821475
43,LightGBM,"{'n_estimators': 200, 'max_depth': 3, 'learning_rate': 0.1, 'subsample': 0.8, 'colsample_bytree': 0.8}",0.923458445085849,0.6962774363476735,0.5274144440384849,0.2271810087381754,0.8613940349821475,0.988741688302022,0.5010813168986799,1.0,0.0113865045149578,0.1609088981220134,0.1300434089078279,migraine,43,"Folds: ['0', '1', '2', '3', '4']",genotype,2025-01-26 15:14:03,27,582,genotype,migraine,migraine.gz,0,False,2025-01-26 15:14:03,,snps_200,True,,0.2406935908691837,0.414577270340046,0.988741688302022,0.8613940349821475
44,LightGBM,"{'n_estimators': 200, 'max_depth': 3, 'learning_rate': 0.1, 'subsample': 0.8, 'colsample_bytree': 0.8}",0.923458445085849,0.6962774363476735,0.5274144440384849,0.2271810087381754,0.8613940349821475,0.988741688302022,0.5010813168986799,1.0,0.0113865045149578,0.1609088981220134,0.1300434089078279,migraine,44,"Folds: ['0', '1', '2', '3', '4']",genotype,2025-01-26 15:14:03,27,582,genotype,migraine,migraine.gz,0,False,2025-01-26 15:14:03,,snps_200,True,,0.2406935908691837,0.414577270340046,0.988741688302022,0.8613940349821475
45,Gradient Boosting,"{'n_estimators': 200, 'learning_rate': 0.1, 'max_depth': 7, 'subsample': 0.8}",1.0,0.7370763827919228,0.5501007794422117,0.2629236172080772,0.9048415980609824,1.0,0.5179725261613368,1.0,0.0,0.1051658126051408,0.1303341719291542,migraine,45,"Folds: ['0', '1', '2', '3', '4']",genotype,2025-01-26 15:14:03,44,582,genotype,migraine,migraine.gz,0,False,2025-01-26 15:14:03,,snps_500,False,,0.342690956979807,0.3423300757658946,1.0,0.9048415980609824
46,Gradient Boosting,"{'n_estimators': 200, 'learning_rate': 0.1, 'max_depth': 7, 'subsample': 0.8}",1.0,0.7370763827919228,0.5501007794422117,0.2629236172080772,0.9048415980609824,1.0,0.5179725261613368,1.0,0.0,0.1051658126051408,0.1303341719291542,migraine,46,"Folds: ['0', '1', '2', '3', '4']",genotype,2025-01-26 15:14:05,44,582,genotype,migraine,migraine.gz,0,False,2025-01-26 15:14:05,,snps_500,True,,0.342690956979807,0.3423300757658946,1.0,0.9048415980609824
48,Gradient Boosting,"{'n_estimators': 200, 'learning_rate': 0.1, 'max_depth': 7, 'subsample': 0.8}",1.0,0.7370763827919228,0.5501007794422117,0.2629236172080772,0.9048415980609824,1.0,0.5179725261613368,1.0,0.0,0.1051658126051408,0.1303341719291542,migraine,48,"Folds: ['0', '1', '2', '3', '4']",genotype,2025-01-26 15:14:07,44,582,genotype,migraine,migraine.gz,0,False,2025-01-26 15:14:07,,snps_500,True,,0.342690956979807,0.3423300757658946,1.0,0.9048415980609824
49,Gradient Boosting,"{'n_estimators': 200, 'learning_rate': 0.1, 'max_depth': 7, 'subsample': 0.8}",1.0,0.7370763827919228,0.5501007794422117,0.2629236172080772,0.9048415980609824,1.0,0.5179725261613368,1.0,0.0,0.1051658126051408,0.1303341719291542,migraine,49,"Folds: ['0', '1', '2', '3', '4']",genotype,2025-01-26 15:14:07,44,582,genotype,migraine,migraine.gz,0,False,2025-01-26 15:14:07,,snps_500,True,,0.342690956979807,0.3423300757658946,1.0,0.9048415980609824
50,Gradient Boosting,"{'n_estimators': 200, 'learning_rate': 0.1, 'max_depth': 7, 'subsample': 0.8}",1.0,0.7370763827919228,0.5501007794422117,0.2629236172080772,0.9048415980609824,1.0,0.5179725261613368,1.0,0.0,0.1051658126051408,0.1303341719291542,migraine,50,"Folds: ['0', '1', '2', '3', '4']",genotype,2025-01-26 15:14:09,44,582,genotype,migraine,migraine.gz,0,False,2025-01-26 15:14:09,,snps_500,True,,0.342690956979807,0.3423300757658946,1.0,0.9048415980609824
52,Gradient Boosting,"{'n_estimators': 200, 'learning_rate': 0.1, 'max_depth': 7, 'subsample': 0.8}",1.0,0.7370763827919228,0.5501007794422117,0.2629236172080772,0.9048415980609824,1.0,0.5179725261613368,1.0,0.0,0.1051658126051408,0.1303341719291542,migraine,52,"Folds: ['0', '1', '2', '3', '4']",genotype,2025-01-26 15:14:11,44,582,genotype,migraine,migraine.gz,0,False,2025-01-26 15:14:11,,snps_500,True,,0.342690956979807,0.3423300757658946,1.0,0.9048415980609824
53,Gradient Boosting,"{'n_estimators': 200, 'learning_rate': 0.1, 'max_depth': 7, 'subsample': 0.8}",1.0,0.7370763827919228,0.5501007794422117,0.2629236172080772,0.9048415980609824,1.0,0.5179725261613368,1.0,0.0,0.1051658126051408,0.1303341719291542,migraine,53,"Folds: ['0', '1', '2', '3', '4']",genotype,2025-01-26 15:14:11,44,582,genotype,migraine,migraine.gz,0,False,2025-01-26 15:14:11,,snps_500,True,,0.342690956979807,0.3423300757658946,1.0,0.9048415980609824
56,Gradient Boosting,"{'n_estimators': 200, 'learning_rate': 0.1, 'max_depth': 7, 'subsample': 0.8}",1.0,0.7370763827919228,0.5501007794422117,0.2629236172080772,0.9048415980609824,1.0,0.5179725261613368,1.0,0.0,0.1051658126051408,0.1303341719291542,migraine,56,"Folds: ['0', '1', '2', '3', '4']",genotype,2025-01-26 15:14:15,44,582,genotype,migraine,migraine.gz,0,False,2025-01-26 15:14:15,,snps_500,True,,0.342690956979807,0.3423300757658946,1.0,0.9048415980609824
57,Gradient Boosting,"{'n_estimators': 200, 'learning_rate': 0.1, 'max_depth': 7, 'subsample': 0.8}",1.0,0.7370763827919228,0.5501007794422117,0.2629236172080772,0.9048415980609824,1.0,0.5179725261613368,1.0,0.0,0.1051658126051408,0.1303341719291542,migraine,57,"Folds: ['0', '1', '2', '3', '4']",genotype,2025-01-26 15:14:15,44,582,genotype,migraine,migraine.gz,0,False,2025-01-26 15:14:15,,snps_500,True,,0.342690956979807,0.3423300757658946,1.0,0.9048415980609824
58,Gradient Boosting,"{'n_estimators': 200, 'learning_rate': 0.1, 'max_depth': 7, 'subsample': 0.8}",1.0,0.7370763827919228,0.5501007794422117,0.2629236172080772,0.9048415980609824,1.0,0.5179725261613368,1.0,0.0,0.1051658126051408,0.1303341719291542,migraine,58,"Folds: ['0', '1', '2', '3', '4']",genotype,2025-01-26 15:14:17,44,582,genotype,migraine,migraine.gz,0,False,2025-01-26 15:14:17,,snps_500,True,,0.342690956979807,0.3423300757658946,1.0,0.9048415980609824
61,Gradient Boosting,"{'n_estimators': 200, 'learning_rate': 0.1, 'max_depth': 7, 'subsample': 0.8}",1.0,0.7370763827919228,0.5501007794422117,0.2629236172080772,0.9048415980609824,1.0,0.5179725261613368,1.0,0.0,0.1051658126051408,0.1303341719291542,migraine,61,"Folds: ['0', '1', '2', '3', '4']",genotype,2025-01-26 15:14:20,44,582,genotype,migraine,migraine.gz,0,False,2025-01-26 15:14:20,,snps_500,True,,0.342690956979807,0.3423300757658946,1.0,0.9048415980609824
62,Gradient Boosting,"{'n_estimators': 200, 'learning_rate': 0.1, 'max_depth': 7, 'subsample': 0.8}",1.0,0.7370763827919228,0.5501007794422117,0.2629236172080772,0.9048415980609824,1.0,0.5179725261613368,1.0,0.0,0.1051658126051408,0.1303341719291542,migraine,62,"Folds: ['0', '1', '2', '3', '4']",genotype,2025-01-26 15:14:22,44,582,genotype,migraine,migraine.gz,0,False,2025-01-26 15:14:22,,snps_500,True,,0.342690956979807,0.3423300757658946,1.0,0.9048415980609824
64,Gradient Boosting,"{'n_estimators': 200, 'learning_rate': 0.1, 'max_depth': 7, 'subsample': 0.8}",1.0,0.7370763827919228,0.5501007794422117,0.2629236172080772,0.9048415980609824,1.0,0.5179725261613368,1.0,0.0,0.1051658126051408,0.1303341719291542,migraine,64,"Folds: ['0', '1', '2', '3', '4']",genotype,2025-01-26 15:14:24,44,582,genotype,migraine,migraine.gz,0,False,2025-01-26 15:14:24,,snps_500,True,,0.342690956979807,0.3423300757658946,1.0,0.9048415980609824
65,Gradient Boosting,"{'n_estimators': 200, 'learning_rate': 0.1, 'max_depth': 7, 'subsample': 0.8}",1.0,0.7370763827919228,0.5501007794422117,0.2629236172080772,0.9048415980609824,1.0,0.5179725261613368,1.0,0.0,0.1051658126051408,0.1303341719291542,migraine,65,"Folds: ['0', '1', '2', '3', '4']",genotype,2025-01-26 15:14:24,44,582,genotype,migraine,migraine.gz,0,False,2025-01-26 15:14:24,,snps_500,True,,0.342690956979807,0.3423300757658946,1.0,0.9048415980609824
66,Gradient Boosting,"{'n_estimators': 200, 'learning_rate': 0.1, 'max_depth': 7, 'subsample': 0.8}",1.0,0.6845390693590869,0.5390524905614419,0.3154609306409131,0.8416522639006181,1.0,0.4527551920635285,1.0,0.0,0.1881391435526152,0.1592255623590941,migraine,66,"Folds: ['0', '1', '2', '3', '4']",genotype,2025-01-26 15:14:24,66,582,genotype,migraine,migraine.gz,0,False,2025-01-26 15:14:24,,snps_1000,False,,0.2113476733977173,0.2107760230193072,1.0,0.8416522639006181
67,Gradient Boosting,"{'n_estimators': 200, 'learning_rate': 0.1, 'max_depth': 7, 'subsample': 0.8}",1.0,0.6845390693590869,0.5390524905614419,0.3154609306409131,0.8416522639006181,1.0,0.4527551920635285,1.0,0.0,0.1881391435526152,0.1592255623590941,migraine,67,"Folds: ['0', '1', '2', '3', '4']",genotype,2025-01-26 15:14:26,66,582,genotype,migraine,migraine.gz,0,False,2025-01-26 15:14:26,,snps_1000,True,,0.2113476733977173,0.2107760230193072,1.0,0.8416522639006181
69,Gradient Boosting,"{'n_estimators': 200, 'learning_rate': 0.1, 'max_depth': 7, 'subsample': 0.8}",1.0,0.6845390693590869,0.5390524905614419,0.3154609306409131,0.8416522639006181,1.0,0.4527551920635285,1.0,0.0,0.1881391435526152,0.1592255623590941,migraine,69,"Folds: ['0', '1', '2', '3', '4']",genotype,2025-01-26 15:14:28,66,582,genotype,migraine,migraine.gz,0,False,2025-01-26 15:14:28,,snps_1000,True,,0.2113476733977173,0.2107760230193072,1.0,0.8416522639006181
70,Gradient Boosting,"{'n_estimators': 200, 'learning_rate': 0.1, 'max_depth': 7, 'subsample': 0.8}",1.0,0.6845390693590869,0.5390524905614419,0.3154609306409131,0.8416522639006181,1.0,0.4527551920635285,1.0,0.0,0.1881391435526152,0.1592255623590941,migraine,70,"Folds: ['0', '1', '2', '3', '4']",genotype,2025-01-26 15:14:28,66,582,genotype,migraine,migraine.gz,0,False,2025-01-26 15:14:28,,snps_1000,True,,0.2113476733977173,0.2107760230193072,1.0,0.8416522639006181
71,Gradient Boosting,"{'n_estimators': 200, 'learning_rate': 0.1, 'max_depth': 7, 'subsample': 0.8}",1.0,0.6845390693590869,0.5390524905614419,0.3154609306409131,0.8416522639006181,1.0,0.4527551920635285,1.0,0.0,0.1881391435526152,0.1592255623590941,migraine,71,"Folds: ['0', '1', '2', '3', '4']",genotype,2025-01-26 15:14:30,66,582,genotype,migraine,migraine.gz,0,False,2025-01-26 15:14:30,,snps_1000,True,,0.2113476733977173,0.2107760230193072,1.0,0.8416522639006181
73,Gradient Boosting,"{'n_estimators': 200, 'learning_rate': 0.1, 'max_depth': 7, 'subsample': 0.8}",1.0,0.6845390693590869,0.5390524905614419,0.3154609306409131,0.8416522639006181,1.0,0.4527551920635285,1.0,0.0,0.1881391435526152,0.1592255623590941,migraine,73,"Folds: ['0', '1', '2', '3', '4']",genotype,2025-01-26 15:14:32,66,582,genotype,migraine,migraine.gz,0,False,2025-01-26 15:14:32,,snps_1000,True,,0.2113476733977173,0.2107760230193072,1.0,0.8416522639006181
